id,index,commonNameZh,scientificName,slug,icon_path,photo_url,photo_source,matched_taxon,photo_found
fish-111,111,黑沙鯛,,bigeye-pomfret,assets/fish/icons/generated/111.png,https://inaturalist-open-data.s3.amazonaws.com/photos/89762755/large.jpeg,inat_obs_fill,Pristiapogon,1
fish-112,112,黑鯛,Microspathodon chrysurus,yellowtail-damselfish,assets/fish/icons/generated/112.png,https://inaturalist-open-data.s3.amazonaws.com/photos/668022126/large.jpg,inat_slug,Microspathodon chrysurus,1
fish-113,113,印度鯖,,three-spot-damselfish,assets/fish/icons/generated/113.png,https://inaturalist-open-data.s3.amazonaws.com/photos/6076438/large.jpg,inat_obs_fill,Dascyllus trimaculatus,1
fish-114,114,大眼竹筴魚,Selar crumenophthalmus,white-head-wrasse,assets/fish/icons/generated/114.png,https://inaturalist-open-data.s3.amazonaws.com/photos/156581317/large.jpg,inat_sci_refresh,Selar crumenophthalmus,1
fish-115,115,大眼竹筴魚王,Eucinostomus gula,silver-mojarra,assets/fish/icons/generated/115.png,https://inaturalist-open-data.s3.amazonaws.com/photos/668487500/large.jpg,inat_slug,Eucinostomus gula,1
fish-116,116,橙鰭銀腹鯧鰺,,biting-blenny,assets/fish/icons/generated/116.png,https://inaturalist-open-data.s3.amazonaws.com/photos/317147086/large.jpg,inat_obs_fill,Hypsoblennius hentz,1
fish-117,117,紫胸馬加鰆,Labrus viridis,green-wrasse,assets/fish/icons/generated/117.png,https://inaturalist-open-data.s3.amazonaws.com/photos/660187759/large.jpg,inat_slug,Labrus viridis,1
fish-118,118,細鱗竹筴魚,,triangle-fish,assets/fish/icons/generated/118.png,https://inaturalist-open-data.s3.amazonaws.com/photos/607742093/large.jpg,inat_obs_fill,Dendronephthya,1
fish-119,119,金鰭鰺,,dragon-boat-fish,assets/fish/icons/generated/119.png,https://static.inaturalist.org/photos/462318141/large.jpeg,inat_obs_fill,Poaceae,1
fish-120,120,銀腹鯧鰺,Caesio cuning,yellowtail-fusilier,assets/fish/icons/generated/120.png,https://inaturalist-open-data.s3.amazonaws.com/photos/666433092/large.jpg,inat_slug,Caesio cuning,1
fish-121,121,長尾吞拿,,small-scad-subadult,assets/fish/icons/generated/121.png,https://inaturalist-open-data.s3.amazonaws.com/photos/621308388/large.jpg,inat_manual_fill,Thunnus tonggol,1
fish-122,122,馬拉巴鰺,Platycaranx malabaricus,green-needlefish,assets/fish/icons/generated/122.png,https://inaturalist-open-data.s3.amazonaws.com/photos/615111969/large.jpg,inat_zh_taxon,Platycaranx malabaricus,1
fish-123,123,黃尾擬鰺,,flower-lizardfish,assets/fish/icons/generated/123.png,https://inaturalist-open-data.s3.amazonaws.com/photos/670142923/large.jpg,inat_manual_fill,Synodus saurus,1
fish-124,124,黃尾竹筴魚,,daggertooth-pike-conger,assets/fish/icons/generated/124.png,https://static.inaturalist.org/photos/660597909/large.jpg,inat_slug,Muraenesox cinereus,1
fish-125,125,黃條鰺,Rhinomuraena quaesita,ribbon-eel,assets/fish/icons/generated/125.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Ribbon_Moray_%28Rhinomuraena_quaesita%29_%286052858389%29_%28cropped%29.jpg/330px-Ribbon_Moray_%28Rhinomuraena_quaesita%29_%286052858389%29_%28cropped%29.jpg,wiki_summary,Rhinomuraena quaesita,1
