id,name_zh,name_en,type,is_island,district,radius_meters,source,lat,lon,geo_method,geo_note
I095,娥眉洲,Ngo Mei Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.527077092,114.315992895,map.gov.hk locationSearch + geodetic transform,
I096,果洲群島,Ninepin Group,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.263020478,114.357769351,map.gov.hk locationSearch + geodetic transform,
I097,"白洲, Tree Island",Pak Chau,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.356378144,113.874571232,map.gov.hk locationSearch + geodetic transform,
I098,筆架洲,Pak Ka Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.532805732,114.288440167,map.gov.hk locationSearch + geodetic transform,
I099,白馬咀排,Pak Ma Tsui Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.347501001,114.27434179,map.gov.hk locationSearch + geodetic transform,
I100,白排,Pak Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.307696196,114.309708798,map.gov.hk locationSearch + geodetic transform,
I101,白沙洲,Pak Sha Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.541349892,114.330492069,map.gov.hk locationSearch + geodetic transform,
I102,筆架洲,Pat Ka Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.532805732,114.288440167,map.gov.hk locationSearch + geodetic transform,
I103,雞翼角,Peaked Hill,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.216420455,113.836755853,map.gov.hk locationSearch + geodetic transform,
I104,坪洲,Peng Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.286073372,114.039664602,map.gov.hk locationSearch + geodetic transform,
I105,龍珠島,Pearl Island,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.36526662,113.989750275,map.gov.hk locationSearch + geodetic transform,
I106,扁洲,Pin Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.326502238,114.368489344,map.gov.hk locationSearch + geodetic transform,
I107,平洲,Ping Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.543227921,114.430567283,map.gov.hk locationSearch + geodetic transform,
I108,平面洲,Ping Min Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.31180658,114.318641678,map.gov.hk locationSearch + geodetic transform,
I109,破邊洲,Po Pin Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.358431204,114.378396965,map.gov.hk locationSearch + geodetic transform,
I110,蒲苔群島,Po Toi Islands,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.180357588,114.265906562,map.gov.hk locationSearch + geodetic transform,
I111,蒲魚排,Po Yue Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.546273907,114.295547867,map.gov.hk locationSearch + geodetic transform,
I112,半山石,Pun Shan Shek,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.321720628,114.068107525,map.gov.hk locationSearch + geodetic transform,
I113,尖柱石,Pyramid Rock,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.322143439,114.365969505,map.gov.hk locationSearch + geodetic transform,
I114,銀洲,Round Island,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.478732729,114.3311711,map.gov.hk locationSearch + geodetic transform,
I115,細鴨洲,Sai Ap Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.551695528,114.261573668,map.gov.hk locationSearch + geodetic transform,
I116,三排,Sam Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.311587847,114.372622887,map.gov.hk locationSearch + geodetic transform,
I117,三杯酒,Sam Pui Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.432633032,114.271924132,map.gov.hk locationSearch + geodetic transform,
I118,沙洲,Sha Chau,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.345072291,113.889623061,map.gov.hk locationSearch + geodetic transform,
I119,沙排,Sha Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.524849904,114.28856986,map.gov.hk locationSearch + geodetic transform,
I120,沙塘口山,Sha Tong Hau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.320625307,114.350729009,map.gov.hk locationSearch + geodetic transform,
I121,深水排,Sham Shui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.205426247,114.046570555,map.gov.hk locationSearch + geodetic transform,
I122,筲箕排,Shau Kei Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.523185567,114.292466293,map.gov.hk locationSearch + geodetic transform,
I123,石洲,Shek Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.173467209,113.907241211,map.gov.hk locationSearch + geodetic transform,
I124,石鼓洲,Shek Kwu Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.195760687,113.988424034,map.gov.hk locationSearch + geodetic transform,
I125,石牛洲,Shek Ngau Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.465914349,114.427958395,map.gov.hk locationSearch + geodetic transform,
I126,牛尾洲,Shelter Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.327176217,114.296769075,map.gov.hk locationSearch + geodetic transform,
I127,雙排,Sheung Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.548353662,114.262786865,map.gov.hk locationSearch + geodetic transform,
I128,水浸咀排,Shui Cham Tsui Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.531698735,114.227150069,map.gov.hk locationSearch + geodetic transform,
I129,水排,Shui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.212194424,113.986607872,map.gov.hk locationSearch + geodetic transform,
I130,小交椅洲,Siu Kau Yi Chau,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.288707571,114.059186139,map.gov.hk locationSearch + geodetic transform,
I131,小稔洲,Siu Nim Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.538417761,114.267398284,map.gov.hk locationSearch + geodetic transform,
I132,小鏟洲,Siu Tsan Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.376489303,114.287926719,map.gov.hk locationSearch + geodetic transform,
I133,索罟群島,Soko Islands,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.174929579,113.912386968,map.gov.hk locationSearch + geodetic transform,
I134,青洲,Steep Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.38956402,114.313427989,map.gov.hk locationSearch + geodetic transform,
I135,周公島,Sunshine Island,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.261068147,114.051564133,map.gov.hk locationSearch + geodetic transform,
I136,打蠔排,Ta Ho Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.517441376,114.305534545,map.gov.hk locationSearch + geodetic transform,
I137,大洲,Tai Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.256598338,114.350746839,map.gov.hk locationSearch + geodetic transform,
I138,大利,Tai Lei,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.28931861,114.032985174,map.gov.hk locationSearch + geodetic transform,
I139,大稔洲,Tai Nim Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.542075996,114.265699415,map.gov.hk locationSearch + geodetic transform,
I140,大澳,Tai O,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.256955011,113.861814138,map.gov.hk locationSearch + geodetic transform,
I141,大排,Tai Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.311933304,114.370711402,map.gov.hk locationSearch + geodetic transform,
I142,大頭洲,Tai Tau Chau (Sai Kung District),island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.37194313,114.32632454,map.gov.hk locationSearch + geodetic transform,
I143,大頭洲,Tai Tau Chau (Southern District),island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.37194313,114.32632454,map.gov.hk locationSearch + geodetic transform,
I144,大鏟洲,Tai Tsan Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.375584737,114.290110717,map.gov.hk locationSearch + geodetic transform,
I145,燈洲,Tang Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.446541213,114.257847329,map.gov.hk locationSearch + geodetic transform,
I146,燈籠洲,Tang Lung Chau,island,true,Tsuen Wan,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.340076082,114.062734821,map.gov.hk locationSearch + geodetic transform,
I147,塔門,Tap Mun Chau,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.476931652,114.360834743,map.gov.hk locationSearch + geodetic transform,
I148,頭洲,Tau Chau,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.224451182,114.191830835,map.gov.hk locationSearch + geodetic transform,
I149,磨刀洲,The Brothers,island,true,Tuen Mun,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.479876989,114.333864003,map.gov.hk locationSearch + geodetic transform,
I150,鐵蔘洲,Tit Cham Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.263668621,114.276505391,map.gov.hk locationSearch + geodetic transform,
I151,鐵樹排,Tit Shue Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.319849682,114.163458984,map.gov.hk locationSearch + geodetic transform,
I152,吊鐘洲,Tiu Chung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.333790933,114.324342457,map.gov.hk locationSearch + geodetic transform,
I153,吊鐘排,Tiu Chung Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.325892985,114.32011187,map.gov.hk locationSearch + geodetic transform,
I154,塘口排,Tong Hau Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.34158015,114.346998195,map.gov.hk locationSearch + geodetic transform,
I155,劏人排,Tong Yan Pai,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.211172785,114.212681214,map.gov.hk locationSearch + geodetic transform,
I156,伙頭墳洲,Town Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.334065889,114.364141258,map.gov.hk locationSearch + geodetic transform,
I157,大癩痢,Trio Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.300698028,114.319697975,map.gov.hk locationSearch + geodetic transform,
I158,Tsim Chau Group,Tsim Chau Group,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.401722314,114.386325749,map.gov.hk locationSearch + geodetic transform,
I159,青洲,Tsing Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.38956402,114.313427989,map.gov.hk locationSearch + geodetic transform,
I160,青衣島,Tsing Yi Island,island,true,Kwai Tsing,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.351759434,114.106480164,map.gov.hk locationSearch + geodetic transform,
I161,咀排,Tsui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.216476262,113.980103883,map.gov.hk locationSearch + geodetic transform,
I162,斷頭洲,Tuen Tau Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.370966296,114.295476348,map.gov.hk locationSearch + geodetic transform,
I163,東龍洲,Tung Lung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.248253819,114.289522987,map.gov.hk locationSearch + geodetic transform,
I164,棟心洲,Tung Sam Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.325662845,114.368109649,map.gov.hk locationSearch + geodetic transform,
I165,灣仔排,Wai Chau Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.490056536,114.365409733,map.gov.hk locationSearch + geodetic transform,
I166,桅夾排,Wai Kap Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.331242041,114.345209315,map.gov.hk locationSearch + geodetic transform,
I167,橫洲,Wang Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.451213444,114.018761004,map.gov.hk locationSearch + geodetic transform,
I168,橫排,Wang Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.275886282,114.360289252,map.gov.hk locationSearch + geodetic transform,
I169,和尚洲,Wo Sheung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.435700946,114.4019191,map.gov.hk locationSearch + geodetic transform,
I170,黃茅洲,Wong Mau Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.448353028,114.394993383,map.gov.hk locationSearch + geodetic transform,
I171,黃泥洲仔,Wong Nai Chau Tsai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.384253102,114.314588057,map.gov.hk locationSearch + geodetic transform,
I172,黃泥洲,Wong Nai Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.541998919,114.311633199,map.gov.hk locationSearch + geodetic transform,
I173,往灣洲,Wong Wan Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.513013389,114.309369614,map.gov.hk locationSearch + geodetic transform,
I174,往灣排,Wong Wan Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.327289326,114.313590532,map.gov.hk locationSearch + geodetic transform,
I175,黃宜洲,Wong Yi Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.388819177,114.318476856,map.gov.hk locationSearch + geodetic transform,
I176,烏洲,Wu Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.501323033,114.304450582,map.gov.hk locationSearch + geodetic transform,
I177,烏排,Wu Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.526062921,114.284235567,map.gov.hk locationSearch + geodetic transform,
I178,湖洋洲排,Wu Yeung Chau Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.518491511,114.290032438,map.gov.hk locationSearch + geodetic transform,
I179,烏蠅排,Wu Ying Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.303092521,114.035542851,map.gov.hk locationSearch + geodetic transform,
I180,印洲,Yan Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.526304321,114.287803122,map.gov.hk locationSearch + geodetic transform,
I181,游龍角,Yau Lung Kok,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.373774666,114.295643793,map.gov.hk locationSearch + geodetic transform,
I182,洋洲,Yeung Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.539835326,114.307159305,map.gov.hk locationSearch + geodetic transform,
I183,羊洲,Yeung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.380467034,114.281472603,map.gov.hk locationSearch + geodetic transform,
I184,二浪排,Yi Long Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.212460423,113.990157186,map.gov.hk locationSearch + geodetic transform,
I185,二排,Yi Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.312067541,114.371730657,map.gov.hk locationSearch + geodetic transform,
I186,鹽田仔,Yim Tin Tsai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.450789507,114.215695889,map.gov.hk locationSearch + geodetic transform,
I187,圓崗洲,Yuen Kong Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.325745501,114.366935291,map.gov.hk locationSearch + geodetic transform,
I188,Channel Rock,Channel Rock,island,true,Kowloon City – now a part of the Kai Tak former airport runway,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.216967506,114.016279989,map.gov.hk locationSearch + geodetic transform,
I189,Chau Tsai,Chau Tsai,island,true,"absorbed by reclaimed land of Tsing Yi Island, near CRC Oil Depot of Nam Wan Kok",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.353406249,114.350672579,map.gov.hk locationSearch + geodetic transform,
I190,佛堂洲,Fat Tong Chau,island,true,"now a part of Tseung Kwan O, Sai Kung as a result of land reclamation",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.278022378,114.269636062,map.gov.hk locationSearch + geodetic transform,
I191,Hoi Sham Island,Hoi Sham Island,island,true,Kowloon City (also To Kwa Wan Island) – now part of Hoi Sham Park in To Kwa Wan as a result of reclamation,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.315028603,114.19174344,map.gov.hk locationSearch + geodetic transform,
I192,Kellett Island,Kellett Island,island,true,"now part of Causeway Bay as a result of gradual land reclamation, Eastern",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.284456545,114.182711018,map.gov.hk locationSearch + geodetic transform,
I193,勒加洲,La Ka Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.485774766,114.051858483,map.gov.hk locationSearch + geodetic transform,
I194,Lam Chau,Lam Chau,island,true,Islands – now assimilated with Chek Lap Kok into the airport platform and connected to Lantau by two bridges,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.212598846,113.902899165,map.gov.hk locationSearch + geodetic transform,
I195,糧船灣洲,Leung Shuen Wan,island,true,connected to the mainland to form the High Island Reservoir,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.35323925,114.354769265,map.gov.hk locationSearch + geodetic transform,
I196,Mong Chau,Mong Chau,island,true,"an island off the hill of Lai King, buried under the Terminal 2 of the Container Terminal",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.371278019,114.301263502,map.gov.hk locationSearch + geodetic transform,
I197,Mouse Island,Mouse Island,island,true,"an island in Sam Shing, Tuen Mun and now a part of Mouse Island Children's Playground",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.382949509,113.975675792,map.gov.hk locationSearch + geodetic transform,
I198,Nga Ying Chau,Nga Ying Chau,island,true,"now at the northeast corner of Tsing Yi Island as a result of land reclamation, which name was preserved in the street name nearby ""Nga Ying Chau Street""",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.388848476,114.315932667,map.gov.hk locationSearch + geodetic transform,
I199,Rumsey Rock,Rumsey Rock,island,true,now a part of shore between Tsim Sha Tsui East and Hung Hom,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.223611623,114.023081361,map.gov.hk locationSearch + geodetic transform,
I200,Stonecutters Island,Stonecutters Island,island,true,"a former island, now part of the Kowloon Peninsula, following land reclamation",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.321688575,114.135400083,map.gov.hk locationSearch + geodetic transform,
I201,Tsing Chau,Tsing Chau,island,true,"absorbed into reclaimed land of Gin Drinkers Bay or Lap Sap Wan. It is at Kwai Chung, next to Tsing Yi Bridge",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.532630486,114.280420374,map.gov.hk locationSearch + geodetic transform,
I202,東頭洲,Tung Tau Chau,island,true,connected to the mainland to form the Plover Cove Reservoir,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.45635355,114.258127277,map.gov.hk locationSearch + geodetic transform,
I203,元洲仔,Yuen Chau Tsai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.445840704,114.178402157,map.gov.hk locationSearch + geodetic transform,
I204,Un Chau,Un Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.331103276,114.164575876,map.gov.hk locationSearch + geodetic transform,
I205,Careening Island,Careening Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.314648029,114.366007934,map.gov.hk locationSearch + geodetic transform,
I206,Hong Kong Convention and Exhibition Centre,Hong Kong Convention and Exhibition Centre,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,22.283178259,114.17307059,map.gov.hk locationSearch + geodetic transform,
