id,name,type,is_island,district,radius_meters,source,lat,lon,geo_display,lat,lon,geo_display
I179,"Tiu Chung Chau (, Jin Island)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I180,Tiu Chung Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I181,Tong Hau Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I182,Tong Yan Pai,island,true,Southern,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I183,Town Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I184,Trio Island,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I185,Tsim Chau Group,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I186,Tsim Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I187,"Tsing Chau (, Table Island)",island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I188,Tsing Yi Island,island,true,Kwai Tsing,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I189,Tsui Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I190,Tuen Tau Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I191,Tung Lung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I192,Tung Sam Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I193,Wai Chau Pai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I194,Wai Kap Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I195,Wang Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I196,Wang Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I197,Wo Sheung Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I198,Wong Mau Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I199,Wong Nai Chau Tsai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I200,Wong Nai Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I201,"Wong Wan Chau (, Double Island)",island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I202,Wong Wan Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I203,Wong Yi Chau,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I204,Wu Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I205,Wu Pai,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I206,Wu Ying Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I207,Yan Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I208,Yau Lung Kok,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I209,Yeung Chau,island,true,North,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I210,"Yeung Chau , Sheep Island",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I211,Yi Long Pai,island,true,Islands,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I212,Yi Pai,island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I213,Yim Tin Tsai,island,true,Tai Po,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I214,"Yim Tin Tsai (, Little Salt Field)",island,true,Sai Kung,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I215,Channel Rock,island,true,Kowloon City – now a part of the Kai Tak former airport runway,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I216,"Fat Tong Chau (, Junk Island)",island,true,"now a part of Tseung Kwan O, Sai Kung as a result of land reclamation",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I217,Hoi Sham Island,island,true,Kowloon City (also To Kwa Wan Island) – now part of Hoi Sham Park in To Kwa Wan as a result of reclamation,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I218,Kellett Island,island,true,"now part of Causeway Bay as a result of gradual land reclamation, Eastern",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I219,La Ka Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I220,Lam Chau,island,true,Islands – now assimilated with Chek Lap Kok into the airport platform and connected to Lantau by two bridges,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I221,"Leung Shuen Wan (, High Island), Sai Kung",island,true,connected to the mainland to form the High Island Reservoir,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I222,Mong Chau,island,true,"an island off the hill of Lai King, buried under the Terminal 2 of the Container Terminal",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I223,Mouse Island,island,true,"an island in Sam Shing, Tuen Mun and now a part of Mouse Island Children's Playground",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I224,Rumsey Rock,island,true,now a part of shore between Tsim Sha Tsui East and Hung Hom,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I225,Stonecutters Island,island,true,"a former island, now part of the Kowloon Peninsula, following land reclamation",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I226,"Tsing Chau, or Pillar Island",island,true,"absorbed into reclaimed land of Gin Drinkers Bay or Lap Sap Wan. It is at Kwai Chung, next to Tsing Yi Bridge",250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I227,Tung Tau Chau,island,true,connected to the mainland to form the Plover Cove Reservoir,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I228,Yuen Chau Tsai,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I229,Un Chau,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I230,Careening Island,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
I231,New Wing of Hong Kong Convention and Exhibition Centre,island,true,,250,Wikipedia raw: List_of_islands_and_peninsulas_of_Hong_Kong,,,,,,
